d_loss	g_loss	mae	val_loss	val_mae
0.49845194816589355	1.383313536643982	1152.8685302734375	1096.662841796875	1096.662841796875
0.408648818731308	1.1552292108535767	1030.56103515625	980.9972534179688	980.9972534179688
0.33402594923973083	1.0841014385223389	920.366943359375	876.4985961914062	876.4985961914062
0.3650951087474823	0.9513385891914368	833.5340576171875	799.6204833984375	799.6204833984375
0.3831721842288971	0.8834083080291748	758.2982177734375	740.83447265625	740.83447265625
0.38228559494018555	0.8231768012046814	687.334716796875	669.8534545898438	669.8534545898438
0.3831538259983063	0.8515475392341614	619.8170166015625	618.2891235351562	618.2891235351562
0.3758668899536133	0.7026842832565308	571.22900390625	563.8419189453125	563.8419189453125
0.3623116910457611	0.6616026759147644	531.4010009765625	523.6138916015625	523.6138916015625
0.37237778306007385	0.6219817996025085	488.2889099121094	485.0716247558594	485.0716247558594
